Experimento, Bits, Freq. Alvo, Freq. obtida, WNS, area total, area_by_nand, potencia total, celulas;
E1,8,Fmax,"2,38GHz",0,1285.304,1252.733,2.03973e-02W,502,;
E2,8,Fmax/2,"1,19GHz",0,1106.028,1078.000,1.01090e-02W,343,;
E3,16,Fmax,"1,92GHz",0,3076.290,2998.333,3.34948e-02W,1273,;
E4,16,Fmax/2,"0,96GHz",0,2662.812,2595.333,1.67993e-02W,952,;
E5,32,Fmax,"1,56GHz",0,8190.900,7983.333,5.08814e-02W,3295,;
E6,32,Fmax/2,"0,78GHz",0,7340.688,7154.667,2.52524e-02W,2594,;
